time,state_fips,region_code,division_code,state_name,bldgs_1unit,units_1unit,value_1unit,bldgs_2unit,units_2unit,value_2unit,bldgs_34unit,units_34unit,value_34unit,bldgs_5punit,units_5punit,value_5punit,bldgs_1unit_rep,units_1unit_rep,value_1unit_rep,bldgs_2unit_rep,units_2unit_rep,value_2unit_rep,bldgs_34unit_rep,units_34unit_rep,value_34unit_rep,bldgs_5punit_rep,units_5punit_rep,value_5punit_rep,year
201799,33,1,1,New Hampshire,2711,2711,652183,72,144,20661,14,55,8778,34,715,76673,2402,2402,584556,67,134,19209,14,55,8778,25,619,64722,2017
201899,33,1,1,New Hampshire,2710,2710,702269,98,196,27242,20,75,11406,70,1464,134326,2252,2252,601168,80,160,21953,16,59,6776,48,1212,115052,2018
201999,33,1,1,New Hampshire,2746,2746,761471,96,192,32924,11,38,4710,73,1767,260323,2391,2391,677781,91,182,30760,11,38,4710,62,1663,251217,2019
202099,33,1,1,New Hampshire,3033,3033,851114,85,170,26110,28,109,14205,50,1008,167962,2473,2473,698034,74,148,21264,27,106,13793,35,931,161347,2020
202199,33,1,1,New Hampshire,3426,3426,1040877,66,132,23796,41,141,26778,59,1193,169117,3057,3057,943842,62,124,22046,38,130,25568,41,1086,159856,2021
202299,33,1,1,New Hampshire,3129,3129,1102148,92,184,35294,43,154,31000,66,1316,209783,2660,2660,968140,88,176,33644,39,142,28844,39,1167,195518,2022
202399,33,1,1,New Hampshire,2969,2969,1073058,103,206,49107,39,134,26016,46,1246,232097,2309,2309,859945,93,186,45842,34,119,24231,40,1170,218794,2023
201599,34,1,2,New Jersey,10518,10518,2296079,365,730,91420,85,269,35704,840,19043,1628793,8489,8489,1914725,315,630,80425,61,196,26570,309,9497,847050,2015
201699,34,1,2,New Jersey,9626,9626,2206420,436,872,108339,87,287,26219,714,16008,1687710,7597,7597,1826802,379,758,93903,71,239,20776,385,12987,1468086,2016
201799,34,1,2,New Jersey,10148,10148,2243830,403,806,116398,193,675,52790,772,16872,1728663,8850,8850,1999951,375,750,109409,186,652,49007,497,13944,1517326,2017
201899,34,1,2,New Jersey,10348,10348,2120405,453,908,119947,172,586,94582,665,16100,1885497,8889,8889,1830227,419,840,111665,149,511,88374,372,13118,1589219,2018
201999,34,1,2,New Jersey,11526,11526,2368948,533,1066,124485,279,932,91137,1071,22981,1869084,11427,11427,2356586,530,1060,123854,279,932,91137,1040,22818,1848497,2019
202099,34,1,2,New Jersey,12289,12289,2327018,619,1238,145215,191,636,56774,995,21983,2267431,10854,10854,2021226,572,1144,133657,170,572,50162,638,18585,1910250,2020
202199,34,1,2,New Jersey,13913,13913,2905710,596,1192,160591,191,645,58718,1030,21344,2109037,13857,13857,2896801,576,1152,158138,186,630,58364,984,20698,2067323,2021
202299,34,1,2,New Jersey,13185,13185,2882444,615,1230,181512,210,693,84406,1095,21798,2984198,12848,12848,2838225,583,1166,181043,203,670,84244,1052,21484,2964561,2022
202399,34,1,2,New Jersey,13228,13228,2899625,703,1406,184920,218,728,83543,980,17478,1992425,10933,10933,2489020,590,1180,162927,141,489,60640,503,12244,1278769,2023
201599,35,4,8,New Mexico,3925,3925,828540,9,18,2399,23,83,9505,40,573,31697,2941,2941,642996,3,6,700,9,31,5145,29,518,28944,2015
201699,35,4,8,New Mexico,3816,3816,812660,5,10,1175,7,28,2348,87,1009,90823,2317,2317,501828,3,6,609,0,0,0,71,872,82830,2016
201799,35,4,8,New Mexico,4114,4114,891700,6,12,1617,5,18,1820,58,597,46679,2462,2462,543153,4,8,1071,4,15,1568,29,316,23083,2017
201899,35,4,8,New Mexico,4394,4394,1007273,6,12,1209,7,24,3213,59,383,25859,3420,3420,780945,4,8,640,5,18,2710,37,262,18191,2018
201999,35,4,8,New Mexico,4285,4285,1042070,7,14,1767,6,19,1523,39,702,76515,3156,3156,774094,6,12,1484,2,7,227,18,582,69191,2019
202099,35,4,8,New Mexico,4418,4418,1136457,6,12,1489,9,29,2925,85,760,85110,3061,3061,819327,6,12,1489,2,8,632,62,637,77207,2020
202199,35,4,8,New Mexico,5465,5465,1413313,29,58,10465,7,27,2822,116,2203,195688,3525,3525,927310,27,54,9857,7,27,2822,75,1934,177079,2021
202299,35,4,8,New Mexico,7155,7155,1625529,10,20,3128,8,31,4650,37,1427,147731,6790,6790,1542231,10,20,3128,8,31,4650,24,1346,140264,2022
202399,35,4,8,New Mexico,6835,6835,2292818,43,86,15706,16,61,5750,57,1529,188520,6611,6611,2245984,43,86,15706,16,61,5750,57,1529,188520,2023
201599,36,1,2,New York,10065,10065,2911836,622,1244,161170,341,1186,131068,1434,62116,7622263,8841,8841,2656297,590,1180,152896,332,1158,126980,1326,60835,7492354,2015
201699,36,1,2,New York,10243,10243,3040280,628,1256,160949,300,1055,121405,797,21157,2722627,8792,8792,2742411,588,1176,151994,282,993,113654,706,20208,2588316,2016
201799,36,1,2,New York,10361,10361,3074361,696,1392,186504,274,923,112243,840,26674,3582392,8848,8848,2749344,645,1290,173500,248,833,103437,718,25228,3395628,2017
201899,36,1,2,New York,10033,10033,2964345,568,1136,162455,234,795,96668,834,25814,3468914,8306,8306,2584346,490,980,144483,206,701,88863,703,24186,3256422,2018
201999,36,1,2,New York,9412,9412,2938240,543,1086,165824,213,705,93155,928,34016,4549116,7895,7895,2601838,494,988,152388,187,621,82990,820,31762,4240422,2019
202099,36,1,2,New York,9516,9516,2947944,479,958,160029,142,489,69877,735,26367,3228560,7561,7561,2467720,434,868,147862,121,419,62200,631,23917,2987024,2020
202199,36,1,2,New York,11099,11099,3935759,454,908,145096,183,618,94651,760,27510,3476678,9152,9152,3493505,417,834,133681,160,541,86204,627,24953,3149588,2021
202299,36,1,2,New York,11174,11174,4299946,492,984,168012,152,541,80844,1030,40661,6573926,9600,9600,3910086,453,906,156758,128,462,72850,874,39037,6366578,2022
202399,36,1,2,New York,9677,9677,3882284,528,1056,177422,191,658,96667,834,37416,6036709,7670,7670,3299964,440,880,152657,171,592,89718,639,35933,5846376,2023
201599,37,3,5,North Carolina,38937,38937,8310278,245,490,51513,66,260,19478,547,15070,1326662,36622,36622,7899382,229,458,49759,64,254,19208,512,14743,1290123,2015
201699,37,3,5,North Carolina,43675,43675,9611054,177,354,38433,24,88,14439,554,16433,1427126,40096,40096,8947503,170,340,38012,24,88,14439,496,15744,1371800,2016
201799,37,3,5,North Carolina,49366,49366,11015850,225,450,54740,44,159,31130,553,17072,1591877,46085,46085,10402345,219,438,53531,44,159,31130,484,15979,1493653,2017
201899,37,3,5,North Carolina,51248,51248,11588273,273,546,58492,48,185,23205,583,19712,1911988,45596,45596,10500241,236,472,48673,46,178,22760,485,17791,1734926,2018
201999,37,3,5,North Carolina,51642,51642,11742608,204,408,49008,57,212,35520,641,19045,2022535,47537,47537,10990018,202,404,47949,57,212,35520,611,18779,1992265,2019
202099,37,3,5,North Carolina,60505,60505,13869234,251,502,70354,29,100,18181,538,19367,2153825,53641,53641,12329783,247,494,69215,26,90,16506,499,18153,2061893,2020
202199,37,3,5,North Carolina,68636,68636,17262614,271,542,86487,64,238,39056,743,25458,3097697,63413,63413,16213806,263,526,84689,63,234,38429,710,24968,3042745,2021
202299,37,3,5,North Carolina,65183,65183,18093711,351,702,112240,35,124,20588,769,28109,3770536,61370,61370,17328971,345,690,110521,35,124,20588,719,27793,3723293,2022
202399,37,3,5,North Carolina,65860,65860,18308948,433,866,135287,59,203,51390,835,31924,4245882,60811,60811,17059893,392,784,121418,51,179,46462,750,29899,3939329,2023
201599,38,2,4,North Dakota,3440,3440,678561,33,66,10077,5,19,1998,85,2731,262388,2890,2890,628241,31,62,9547,5,19,1998,84,2719,260602,2015
201699,38,2,4,North Dakota,2359,2359,550030,28,56,7089,14,51,7689,53,1515,149367,2169,2169,510031,23,46,5839,13,48,7419,48,1402,135980,2016
201799,38,2,4,North Dakota,2111,2111,488144,21,42,6925,3,10,1654,27,1248,109963,2000,2000,464107,18,36,6170,3,10,1654,26,1232,107581,2017
201899,38,2,4,North Dakota,1905,1905,464240,25,50,9294,4,15,2672,36,1241,131692,1766,1766,430128,22,44,8539,4,15,2672,35,1228,129757,2018
201999,38,2,4,North Dakota,1767,1767,449484,22,44,7455,1,4,568,13,680,79950,1642,1642,423030,21,42,7190,1,4,568,11,662,77581,2019
202099,38,2,4,North Dakota,2171,2171,583299,97,194,24460,8,24,2742,24,1104,116254,2090,2090,564470,96,192,24195,8,24,2742,22,1083,113501,2020
202199,38,2,4,North Dakota,2266,2266,666882,129,258,47530,2,8,2015,27,1068,149142,2137,2137,634651,128,256,47265,2,8,2015,25,1044,146005,2021
202299,38,2,4,North Dakota,1961,1961,633938,66,132,24508,18,70,5564,32,1277,176020,1862,1862,610386,64,128,23763,18,70,5564,31,1270,175414,2022
202399,38,2,4,North Dakota,1499,1499,501369,57,114,25163,5,20,3840,12,985,159060,1399,1399,477612,57,114,25163,5,20,3840,11,980,158315,2023
201599,39,2,3,Ohio,13529,13529,3348471,159,318,29923,178,657,72401,301,5543,532095,12397,12397,3146608,122,244,26593,168,624,69454,269,5333,524164,2015
201699,39,2,3,Ohio,15221,15221,3815422,203,406,43698,150,540,62684,355,6649,667462,13918,13918,3573239,170,340,40780,140,508,60965,326,6439,660146,2016
201799,39,2,3,Ohio,16153,16153,4103529,132,264,25952,162,591,63323,367,6909,828187,15027,15027,3900413,100,200,23268,153,563,62250,355,6800,818516,2017
201899,39,2,3,Ohio,16329,16329,4341641,222,444,57043,175,621,68738,329,6827,721917,14936,14936,4048696,205,410,55173,162,577,66879,312,6731,713231,2018
201999,39,2,3,Ohio,16078,16078,4569919,149,298,40156,157,555,67773,283,6116,743843,14949,14949,4336605,147,294,39566,144,514,65927,263,5936,730835,2019
202099,39,2,3,Ohio,18352,18352,5337916,233,466,59577,205,733,68871,458,10135,952115,16449,16449,4922989,219,438,56700,190,688,66292,436,9957,940057,2020
202199,39,2,3,Ohio,20506,20506,6325437,188,376,52280,169,607,76992,464,8929,884745,19063,19063,6024218,179,358,51155,152,553,73835,434,8375,829313,2021
202299,39,2,3,Ohio,17350,17350,6069499,281,562,94778,329,1198,132365,676,11733,1287990,16208,16208,5791283,277,554,93788,298,1103,116307,623,11086,1226194,2022
202399,39,2,3,Ohio,16009,16009,5561664,340,680,112282,281,977,145686,402,9652,1145413,14363,14363,5065254,323,646,106867,260,914,141069,364,9245,1102271,2023
201599,40,3,7,Oklahoma,9571,9571,2065949,168,336,34161,34,131,11395,67,1507,104729,9049,9049,1991171,150,300,31558,30,119,10380,65,1497,104241,2015
201699,40,3,7,Oklahoma,9170,9170,1939468,153,306,31612,41,156,15023,117,2460,168908,8170,8170,1759734,144,288,30041,37,144,14008,109,2354,161305,2016
201799,40,3,7,Oklahoma,9419,9419,2028917,196,392,45293,14,47,4752,71,1234,112669,8880,8880,1933937,185,370,43629,10,34,3908,68,1219,111936,2017
201899,40,3,7,Oklahoma,9361,9361,2065839,184,368,43841,26,92,8808,47,681,62809,8401,8401,1888511,163,326,40238,22,80,8308,38,620,59156,2018
201999,40,3,7,Oklahoma,10393,10393,2274806,217,434,42868,25,95,8060,41,1230,156871,10162,10162,2244655,209,418,41710,20,78,6962,35,1200,155407,2019
202099,40,3,7,Oklahoma,12100,12100,2702587,209,418,41823,19,73,8026,92,1142,100083,11495,11495,2602237,200,400,40341,16,63,7183,72,1006,90746,2020
202199,40,3,7,Oklahoma,13315,13315,3313629,243,486,45892,23,81,10553,77,851,84134,12605,12605,3198737,234,468,44528,19,69,9533,51,683,72757,2021
202299,40,3,7,Oklahoma,10926,10926,3014001,345,690,78792,54,195,18571,86,2065,287323,10508,10508,2945260,344,688,78605,49,180,17296,68,1928,276784,2022
202399,40,3,7,Oklahoma,10325,10325,2853969,390,780,101033,92,325,59195,103,1975,202182,9622,9622,2728268,385,770,100332,86,307,57665,80,1814,188028,2023
201599,41,4,9,Oregon,10255,10255,2701797,172,344,54382,45,157,20201,229,6754,815578,9839,9839,2611936,172,344,54382,45,157,20201,226,6739,814322,2015
201699,41,4,9,Oregon,11006,11006,2914551,124,248,44804,57,201,25067,316,8131,959987,10260,10260,2757845,124,248,44804,57,201,25067,309,8041,951316,2016
201799,41,4,9,Oregon,10604,10604,2853994,196,392,71141,39,143,18763,268,8914,1209809,9842,9842,2651109,196,392,71141,39,143,18763,260,8806,1195073,2017
201899,41,4,9,Oregon,11217,11217,3010461,203,406,68644,59,212,33182,325,8297,1068607,10135,10135,2729115,188,376,63908,56,202,31858,309,8162,1050518,2018
201999,41,4,9,Oregon,11586,11586,3127851,246,492,85582,66,244,37323,377,9715,1196349,11104,11104,3004844,244,488,85005,66,244,37323,368,9643,1190355,2019
202099,41,4,9,Oregon,11492,11492,3153662,262,524,83931,38,139,19804,303,6510,809604,10946,10946,3017366,249,498,78825,36,133,18354,288,5758,711565,2020
202199,41,4,9,Oregon,13185,13185,3748332,212,424,71989,70,250,31067,307,8057,1276930,12696,12696,3629985,212,424,71989,69,247,30857,297,7938,1260817,2021
202299,41,4,9,Oregon,10312,10312,3244253,218,436,83552,54,188,28045,400,9385,1217508,10079,10079,3185442,218,436,83552,53,185,27835,400,9385,1217508,2022
202399,41,4,9,Oregon,9797,9797,3346448,248,496,109015,63,230,45401,311,7174,1145242,9253,9253,3214162,246,492,108242,58,215,44423,300,7066,1129990,2023
201599,42,1,2,Pennsylvania,15420,15420,3465208,166,332,40139,199,666,84846,237,6436,816196,15085,15085,3397139,152,304,36466,197,660,84452,225,6244,796909,2015
201699,42,1,2,Pennsylvania,16457,16457,3733765,235,470,65864,234,831,100009,234,5545,615922,15522,15522,3512514,207,414,58423,208,746,91093,209,4809,535615,2016
201799,42,1,2,Pennsylvania,15703,15703,3570543,277,554,80592,224,816,104660,238,5511,678195,12903,12903,2907016,246,492,70365,192,708,93261,191,4528,565541,2017
201899,42,1,2,Pennsylvania,15335,15335,3593293,255,510,83605,245,866,103846,307,6614,903577,14384,14384,3366704,205,410,66798,196,695,84548,278,5880,816856,2018
201999,42,1,2,Pennsylvania,14878,14878,3584647,306,612,97629,274,952,132915,312,7097,862292,12871,12871,3107456,298,596,94987,272,944,132602,295,6374,795381,2019
202099,42,1,2,Pennsylvania,15846,15846,3837780,404,808,123603,322,1131,145523,310,7921,970436,12737,12737,3122060,325,650,100473,239,853,110229,226,5676,676847,2020
202199,42,1,2,Pennsylvania,18764,18764,4886551,559,1118,178021,419,1422,186177,663,26590,4060382,15862,15862,4225461,546,1092,174515,404,1374,177434,596,24728,3850931,2021
202299,42,1,2,Pennsylvania,18150,18150,5237550,303,606,106036,213,735,106509,353,8658,1167228,17344,17344,5057261,302,604,105586,212,732,106210,337,8578,1158539,2022
202399,42,1,2,Pennsylvania,15912,15912,4805012,194,388,62097,157,563,88312,319,8457,1067377,15149,15149,4595895,193,386,61547,157,563,88312,297,8325,1046366,2023
201599,44,1,1,Rhode Island,841,841,190734,36,72,9300,13,46,6837,3,39,4743,787,787,179173,36,72,9300,13,46,6837,3,39,4743,2015
201699,44,1,1,Rhode Island,919,919,212363,40,80,8167,38,126,11001,8,101,4981,867,867,203850,40,80,8167,34,114,8901,8,101,4981,2016
201799,44,1,1,Rhode Island,981,981,231059,26,52,6210,6,18,2830,4,102,6849,922,922,220805,25,50,5697,6,18,2830,4,102,6849,2017
201899,44,1,1,Rhode Island,936,936,223001,50,100,13178,18,59,5256,10,199,18839,789,789,197528,45,90,12278,18,59,5256,9,194,18464,2018
201999,44,1,1,Rhode Island,1020,1020,249341,65,130,11565,23,87,7904,11,163,11604,992,992,247012,65,130,11565,23,87,7904,11,163,11604,2019
202099,44,1,1,Rhode Island,976,976,254502,104,208,22786,22,83,7808,15,107,13853,918,918,243310,104,208,22786,22,83,7808,15,107,13853,2020
202199,44,1,1,Rhode Island,1033,1033,287267,74,148,21258,22,85,9011,9,126,10959,852,852,237640,66,132,19593,22,85,9011,9,126,10959,2021
202299,44,1,1,Rhode Island,960,960,328614,75,150,21737,16,58,9158,7,204,28318,792,792,281708,71,142,20904,16,58,9158,7,204,28318,2022
202399,44,1,1,Rhode Island,709,709,230171,60,120,16608,7,23,3243,13,317,32459,496,496,156958,42,84,9404,5,17,2193,12,312,31959,2023
201599,45,3,5,South Carolina,24322,24322,5661226,119,238,22210,8,31,3527,261,6439,555733,20527,20527,4956899,116,232,21748,7,28,2942,179,4526,448031,2015
201699,45,3,5,South Carolina,26349,26349,6233467,111,222,15244,21,77,8762,213,5517,466131,21595,21595,5211873,102,204,14450,21,77,8762,137,3816,376001,2016
201799,45,3,5,South Carolina,28851,28851,7388833,69,138,14252,18,59,6257,278,6473,629048,23416,23416,6131594,64,128,12685,18,59,6257,209,5129,549856,2017
201899,45,3,5,South Carolina,30579,30579,7737923,48,96,9450,10,38,4531,198,4774,391674,23701,23701,6106595,41,82,8266,10,38,4531,120,3218,302171,2018
201999,45,3,5,South Carolina,31052,31052,7542148,134,268,32684,24,74,9046,220,4640,422770,27494,27494,6575890,131,262,32230,24,74,9046,171,3811,359962,2019
202099,45,3,5,South Carolina,36226,36226,8956955,153,306,28633,28,90,7525,250,5718,512213,27957,27957,6950423,146,292,27360,20,65,5540,159,3933,394567,2020
202199,45,3,5,South Carolina,43264,43264,10770285,208,416,47718,12,42,8136,272,6958,826123,36753,36753,9049740,208,416,47718,11,39,7836,182,5432,689450,2021
202299,45,3,5,South Carolina,37906,37906,10939825,153,306,37394,138,509,76333,374,7317,861238,33117,33117,9756900,152,304,37169,137,505,75933,282,5586,715504,2022
202399,45,3,5,South Carolina,37163,37163,10665165,316,632,67777,177,593,47526,332,4086,501368,29467,29467,8838152,297,594,64154,177,593,47526,251,2600,372850,2023
201599,46,2,4,South Dakota,2868,2868,596971,96,192,27093,46,165,13615,74,1257,103062,2577,2577,529095,95,190,26843,39,142,13335,74,1257,103062,2015
201699,46,2,4,South Dakota,3195,3195,634339,39,78,8325,29,108,9256,91,2305,231778,2915,2915,568660,36,72,7683,23,88,9256,87,2269,229480,2016
201799,46,2,4,South Dakota,3386,3386,704967,47,94,14177,36,137,12447,87,1790,162743,3073,3073,633350,46,92,13927,29,114,12176,85,1780,162143,2017
201899,46,2,4,South Dakota,2985,2985,650611,47,94,11250,36,134,9798,89,1750,182679,2611,2611,564782,43,86,9997,25,96,9379,88,1744,182319,2018
201999,46,2,4,South Dakota,3127,3127,709345,58,116,18621,27,104,7638,56,1068,100711,2829,2829,640651,57,114,18269,20,79,7638,56,1068,100711,2019
202099,46,2,4,South Dakota,3726,3726,861766,74,148,18646,47,176,18187,104,2610,268291,3427,3427,790061,74,148,18646,37,142,18187,104,2610,268291,2020
202199,46,2,4,South Dakota,4324,4324,1126573,72,144,25550,74,274,35918,172,3175,377439,3982,3982,1041732,72,144,25550,63,238,35918,172,3175,377439,2021
202299,46,2,4,South Dakota,3917,3917,1103085,54,108,18528,88,324,37486,215,5072,667613,3607,3607,1017468,53,106,18249,74,280,36114,212,5053,666275,2022
202399,46,2,4,South Dakota,3252,3252,957893,85,170,29034,78,277,31349,147,3373,437309,2769,2769,820806,83,166,28530,41,154,23357,131,3288,425772,2023
201599,47,3,6,Tennessee,21636,21636,4616866,120,240,22177,43,160,13562,321,10183,943859,20083,20083,4323686,112,224,21073,40,148,12716,305,9904,925893,2015
201699,47,3,6,Tennessee,24551,24551,5372260,139,278,26707,79,288,25739,345,11040,1155894,22543,22543,5012685,129,258,25653,78,284,25339,333,10852,1143605,2016
201799,47,3,6,Tennessee,27119,27119,6064974,150,300,28055,99,355,34057,370,10138,915674,24986,24986,5724408,137,274,26289,98,352,33822,358,9975,904954,2017
201899,47,3,6,Tennessee,28021,28021,6238592,119,238,20711,88,328,28429,238,8582,760356,24896,24896,5616583,86,172,14840,74,282,23504,212,8121,717161,2018
201999,47,3,6,Tennessee,29598,29598,6707848,148,296,25782,57,205,20251,305,11262,1122616,26711,26711,6141525,142,284,25156,54,193,18792,303,11172,1113735,2019
202099,47,3,6,Tennessee,33030,33030,7595481,226,452,51900,169,625,75522,429,15612,1484349,29064,29064,6762119,185,370,45980,160,595,73019,393,14957,1420877,2020
202199,47,3,6,Tennessee,36986,36986,9597497,148,296,31252,137,512,68143,630,19690,1780659,33068,33068,8771880,104,208,24931,127,480,65992,590,19015,1717573,2021
202299,47,3,6,Tennessee,33211,33211,9278273,257,514,46229,254,939,121663,1524,17973,2339676,29931,29931,8547161,208,416,39226,242,903,119104,1467,17125,2261835,2022
202399,47,3,6,Tennessee,31293,31293,9182026,266,532,70433,169,602,77776,514,15036,2177855,28060,28060,8527500,204,408,60937,154,557,74519,452,14140,2083089,2023
201599,48,3,7,Texas,105448,105448,22892161,1033,2066,200810,307,1137,122006,2130,66792,5871984,94028,94028,21518799,1016,2032,197833,291,1085,119044,2054,64842,5742417,2015
201699,48,3,7,Texas,106511,106511,23459283,971,1942,196122,470,1767,167516,1633,55633,5419477,94706,94706,21932225,942,1884,189534,457,1718,163325,1565,53550,5255392,2016
201799,48,3,7,Texas,116766,116766,26395587,881,1762,191108,445,1710,186183,1581,54874,5741087,110429,110429,25398757,853,1706,186431,435,1679,184298,1535,54527,5705047,2017
201899,48,3,7,Texas,126048,126048,27650487,1213,2426,236158,355,1351,155866,1764,63053,6647360,112619,112619,26257243,1193,2386,233456,333,1266,147983,1679,61827,6537709,2018
201999,48,3,7,Texas,129094,129094,28232254,1278,2556,328265,467,1805,202682,2070,76440,8650083,125136,125136,27503903,1267,2534,326430,459,1779,201489,2037,76215,8622709,2019
202099,48,3,7,Texas,158242,158242,35150008,1715,3430,353121,397,1536,154376,2033,67295,7328928,147746,147746,32869766,1683,3366,346701,375,1452,145282,1967,65968,7209236,2020
202199,48,3,7,Texas,179620,179620,42406772,2175,4350,472054,569,2133,241551,2151,79852,9198847,166262,166262,39504488,2108,4216,457980,553,2083,234894,2085,78854,9108451,2021
202299,48,3,7,Texas,154793,154793,39805729,2039,4078,489521,865,3302,423540,2864,100834,12097257,147648,147648,38241399,1997,3994,479722,853,3266,418919,2797,100130,12028766,2022
202399,48,3,7,Texas,149860,149860,40691996,2759,5518,737093,762,2854,323270,2221,74141,9074741,136556,136556,37480849,2589,5178,698617,671,2533,289481,2120,71953,8821409,2023
201599,49,4,8,Utah,12523,12523,3176762,57,114,17455,142,516,74432,231,5144,582535,11544,11544,2931078,52,104,15456,106,395,60662,185,4853,548722,2015
201699,49,4,8,Utah,15210,15210,3884125,103,206,30864,146,539,71713,276,6707,821607,14166,14166,3587733,85,170,26449,101,386,55380,222,6265,769659,2016
201799,49,4,8,Utah,17247,17247,4381579,120,240,32609,345,1280,144845,308,5912,683332,15793,15793,3995748,88,176,24148,239,906,96198,253,5509,630661,2017
201899,49,4,8,Utah,18545,18545,4725200,191,382,47165,269,979,123143,372,5668,715049,17043,17043,4353792,153,306,37899,176,646,82995,326,5205,656182,2018
201999,49,4,8,Utah,18191,18191,4874793,154,308,44288,210,757,127256,352,9523,1407256,17154,17154,4609675,153,306,44065,203,735,121921,337,9402,1386935,2019
202099,49,4,8,Utah,22301,22301,5943023,202,404,56904,286,1048,170582,303,8022,1116932,20254,20254,5435312,197,394,55262,259,959,153168,269,7428,1028173,2020
202199,49,4,8,Utah,24423,24423,7045024,240,480,69418,251,879,153678,573,13276,1919906,22832,22832,6638458,218,436,65904,201,717,121039,490,9577,1416623,2021
202299,49,4,8,Utah,19132,19132,6019509,147,294,52494,139,512,93177,463,11811,1827365,18352,18352,5803047,123,246,47854,116,434,79272,399,8065,1324296,2022
202399,49,4,8,Utah,14913,14913,5032660,112,224,41002,194,712,144458,412,9512,1769021,13972,13972,4740745,87,174,35056,165,620,128050,337,6377,1335319,2023
201599,50,1,1,Vermont,936,936,227464,46,92,12740,25,92,10114,58,878,83636,788,788,194784,43,86,11781,25,92,10114,22,572,63212,2015
201699,50,1,1,Vermont,969,969,238995,68,136,15947,11,38,4864,45,628,55389,756,756,184186,60,120,13781,8,27,3758,18,486,44913,2016
201799,50,1,1,Vermont,983,983,245760,34,68,9837,12,44,4593,41,654,66309,773,773,190945,31,62,8967,12,44,4593,17,487,52771,2017
201899,50,1,1,Vermont,1131,1131,263130,37,74,11486,19,67,7166,46,808,83601,860,860,193635,31,62,9880,19,67,7166,25,670,73889,2018
201999,50,1,1,Vermont,987,987,257969,48,96,19471,12,40,4189,47,678,70281,749,749,202744,42,84,18170,12,40,4189,20,491,57223,2019
202099,50,1,1,Vermont,1154,1154,309290,37,74,11600,12,42,4452,48,807,70861,813,813,221564,27,54,8754,10,35,3985,21,557,46864,2020
202199,50,1,1,Vermont,1361,1361,385777,66,132,22894,5,20,1484,55,806,89570,975,975,285659,57,114,20955,4,16,1292,23,489,58423,2021
202299,50,1,1,Vermont,1326,1326,398301,58,116,16381,13,42,4415,64,919,129686,947,947,300970,48,96,13549,12,39,4140,31,715,115740,2022
202399,50,1,1,Vermont,1303,1303,416122,64,128,21072,19,63,10936,54,962,125098,946,946,318612,55,110,18514,15,51,9596,26,803,113972,2023
201599,51,3,5,Virginia,19865,19865,4089211,43,86,11025,45,169,20834,239,8349,603235,19114,19114,3920982,35,70,9456,45,169,20834,226,8183,580044,2015
201699,51,3,5,Virginia,21614,21614,4512321,110,220,24887,78,286,34376,253,9012,901908,20456,20456,4270196,105,210,23846,78,286,34376,236,8745,865667,2016
201799,51,3,5,Virginia,22497,22497,4935703,42,84,8615,124,450,57369,338,10729,745363,20984,20984,4614158,38,76,7697,122,443,56780,321,10355,704745,2017
201899,51,3,5,Virginia,21427,21427,4798352,185,370,26202,71,264,33396,271,9916,972562,20397,20397,4572404,184,368,26082,69,256,32338,251,9390,928421,2018
201999,51,3,5,Virginia,21056,21056,4668695,145,290,17843,110,408,50707,282,10664,1056508,20122,20122,4481485,144,288,17653,110,408,50707,279,10273,1016736,2019
202099,51,3,5,Virginia,24238,24238,5295872,223,446,29595,85,320,39785,252,8809,976988,21286,21286,4608091,216,432,27077,84,316,39332,215,7579,841598,2020
202199,51,3,5,Virginia,25118,25118,6210452,251,502,54626,45,156,22161,309,13612,1462963,22974,22974,5706075,241,482,51232,41,143,19897,268,12359,1324821,2021
202299,51,3,5,Virginia,21130,21130,5772969,180,360,52681,25,86,13282,531,18125,2155320,19734,19734,5438136,179,358,52397,19,68,10189,477,17013,2037704,2022
202399,51,3,5,Virginia,21321,21321,5805965,196,392,58417,44,153,16993,317,14230,1552409,20063,20063,5433582,195,390,58297,36,129,14786,295,13973,1519961,2023
201599,53,4,9,Washington,19797,19797,5645496,349,698,124926,212,745,127095,501,19134,2621342,19340,19340,5553301,341,682,122532,210,739,126296,487,18918,2599579,2015
201699,53,4,9,Washington,22463,22463,6477935,438,876,157995,219,781,128945,597,19957,2351464,22076,22076,6399752,437,874,157672,219,781,128945,591,19797,2327208,2016
201799,53,4,9,Washington,23115,23115,6793348,431,862,152384,233,825,146291,652,20992,2820573,22453,22453,6616566,427,854,151617,231,817,145405,641,20724,2792433,2017
201899,53,4,9,Washington,23676,23676,6950464,644,1288,233261,325,1123,203074,583,21659,2421181,22395,22395,6557638,636,1272,230584,315,1091,198850,554,21183,2366216,2018
201999,53,4,9,Washington,23300,23300,6850159,690,1380,263048,317,1118,203838,697,22626,2906010,22074,22074,6469123,675,1350,260053,311,1100,200644,684,22538,2897222,2019
202099,53,4,9,Washington,23542,23542,6846249,528,1056,219323,290,1021,168673,682,18262,2253850,21668,21668,6305588,510,1020,214513,277,980,161917,634,17692,2199741,2020
202199,53,4,9,Washington,25076,25076,7541508,767,1534,313042,421,1486,274008,744,28845,4372770,22762,22762,6949008,750,1500,308463,414,1464,270874,683,27923,4254000,2021
202299,53,4,9,Washington,20400,20400,6978719,709,1418,311537,392,1365,263483,674,25847,3671069,18814,18814,6540509,705,1410,309806,390,1359,262546,606,24990,3586953,2022
